SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence,Start Year Type,Start Day,Start Month,Start Year,End Year Type,End Month,End Day,End Year
100061438,10002882,10010676,16,16,AF/IN,,,1579,BF/IN,,,1638
100061439,10002882,10010677,28,28,AF/IN,,,1586,BF/IN,,,1652
100061440,10002882,10010686,30,30,AF/IN,,,1579,BF/IN,,,1644
100061441,10002882,10011430,41,41,AF/IN,,,1579,BF/IN,,,1605
100061442,10002882,10011670,72,72,AF/IN,,,1600,BF/IN,,,1649
100061443,10002882,10011681,54,54,AF/IN,,,1579,BF/IN,,,1625
100061444,10002882,10011688,19,19,AF/IN,,,1579,BF/IN,,,1624
100061446,10002882,10012691,33,33,AF/IN,,,1579,BF/IN,,,1628
100061449,10002882,10012694,25,25,AF/IN,,,1613,BF/IN,,,1652
100061451,10002882,10012723,59,59,AF/IN,,,1579,BF/IN,,,1635
100061452,10002882,10012724,28,28,AF/IN,,,1579,BF/IN,,,1652
100061454,10002882,10012726,37,37,AF/IN,,,1620,BF/IN,,,1652
100061455,10002882,10012799,16,16,AF/IN,,,1604,BF/IN,,,1652
100061457,10002882,10012918,11,11,AF/IN,,,1626,BF/IN,,,1652
100061458,10002882,10012919,13,13,AF/IN,,,1631,BF/IN,,,1637
100061460,10002882,10013205,16,16,AF/IN,,,1588,BF/IN,,,1649
100061462,10002883,10003363,38,38,AF/IN,,,1538,BF/IN,,,1642
100061463,10002883,10003453,67,67,AF/IN,,,1598,BF/IN,,,1644
100061465,10002883,10005157,56,56,AF/IN,,,1600,BF/IN,,,1648
100061468,10002883,10008677,28,28,AF/IN,,,1590,BF/IN,,,1647
100061469,10002883,10009461,39,39,AF/IN,,,1580,BF/IN,,,1639
100061471,10002883,10012357,16,16,AF/IN,,,1592,BF/IN,,,1628
100061473,10002884,10003061,30,30,AF/IN,,,1485,BF/IN,,,1540
100061474,10002884,10003062,14,14,AF/IN,,,1540,BF/IN,,,1540
100061476,10002884,10007591,51,51,AF/IN,,,1473,BF/IN,,,1540
100061477,10002884,10012119,47,47,AF/IN,,,1491,BF/IN,,,1540
100061479,10002885,10002977,30,30,AF/IN,,,1489,BF/IN,,,1555
100061480,10002885,10008255,49,49,AF/IN,,,1523,BF/IN,,,1555
100061482,10002886,10002888,83,83,AF/IN,,,1660,BF/IN,,,1721
100061484,10002886,10005906,43,43,AF/IN,,,1630,BF/IN,,,1702
100061485,10002886,10006827,50,50,AF/IN,,,1684,BF/IN,,,1721
100061488,10002887,10004669,12,12,AF/IN,,,1630,BF/IN,,,1687
100061490,10002887,10004878,30,30,AF/IN,,,1630,BF/IN,,,1687
100061494,10002887,10006012,40,40,AF/IN,,,1630,BF/IN,,,1679
100061495,10002887,10006616,23,23,AF/IN,,,1630,BF/IN,,,1663
100061497,10002887,10006912,15,15,AF/IN,,,1630,BF/IN,,,1665
100061498,10002887,10007316,11,11,AF/IN,,,1630,BF/IN,,,1680
100061500,10002887,10007615,38,38,AF/IN,,,1630,BF/IN,,,1675
100061502,10002887,10007966,38,38,AF/IN,,,1630,BF/IN,,,1669
100061503,10002887,10008047,12,12,AF/IN,,,1630,BF/IN,,,1641
100061505,10002887,10008519,20,20,AF/IN,,,1630,BF/IN,,,1684
100061506,10002887,10008721,25,25,AF/IN,,,1630,BF/IN,,,1678
100061508,10002887,10009765,56,56,AF/IN,,,1630,BF/IN,,,1686
100061511,10002887,10010675,27,27,AF/IN,,,1663,BF/IN,,,1687
100061513,10002887,10011462,17,17,AF/IN,,,1633,BF/IN,,,1687
100061514,10002887,10011670,15,15,AF/IN,,,1630,BF/IN,,,1649
100061516,10002887,10012218,20,20,AF/IN,,,1630,BF/IN,,,1660
100061517,10002887,10012503,79,79,AF/IN,,,1651,BF/IN,,,1687
100061519,10002887,10013084,27,27,AF/IN,,,1632,BF/IN,,,1687
100061520,10002887,10013100,31,31,AF/IN,,,1636,BF/IN,,,1687
100061522,10002888,10005398,54,54,AF/IN,,,1660,BF/IN,,,1670
100061523,10002888,10005401,31,31,AF/IN,,,1660,BF/IN,,,1715
100061525,10002888,10005404,34,34,AF/IN,,,1660,BF/IN,,,1718
100061527,10002889,10002893,32,32,AF/IN,,,1545,BF/IN,,,1556
100061528,10002889,10004245,12,12,AF/IN,,,1561,BF/IN,,,1615
100061530,10002889,10005534,12,12,AF/IN,,,1545,BF/IN,,,1613
100061533,10002889,10005537,20,20,AF/IN,,,1592,BF/IN,,,1614
100061534,10002889,10005881,37,37,AF/IN,,,1554,BF/IN,,,1609
100061536,10002889,10006190,24,24,AF/IN,,,1545,BF/IN,,,1579
100061538,10002889,10010078,45,45,AF/IN,,,1586,BF/IN,,,1615
100061539,10002889,10010197,47,47,AF/IN,,,1545,BF/IN,,,1609
100061541,10002889,10010918,45,45,AF/IN,,,1561,BF/IN,,,1612
